3.975126592920816826e+00 5.033999999999999808e+00 3.575000000000000178e+00
3.949799249225877329e+00 5.038999999999999702e+00 3.491999999999999993e+00
3.924792606305800735e+00 5.035000000000000142e+00 3.443999999999999950e+00
3.900100611299158970e+00 5.032000000000000028e+00 3.391999999999999904e+00
3.874506201037508646e+00 5.051000000000000156e+00 3.346999999999999975e+00
3.850440945130443104e+00 5.067999999999999616e+00 3.286000000000000032e+00
3.825492083714910674e+00 5.065999999999999837e+00 3.258000000000000007e+00
3.799699614869760822e+00 5.091000000000000192e+00 3.213000000000000078e+00
3.775401901132772853e+00 5.120000000000000107e+00 3.173999999999999932e+00
3.750278234519064391e+00 5.134999999999999787e+00 3.145999999999999908e+00
3.725486731766835202e+00 5.158999999999999808e+00 3.112000000000000099e+00
3.699916396096695426e+00 5.176999999999999602e+00 3.083000000000000185e+00
3.674694677925319564e+00 5.217999999999999972e+00 3.049999999999999822e+00
3.649814496120113994e+00 5.246999999999999886e+00 3.032000000000000028e+00
3.625268960035095134e+00 5.277000000000000135e+00 3.008999999999999897e+00
3.600005761707324670e+00 5.309999999999999609e+00 3.004999999999999893e+00
3.575092227024229796e+00 5.363000000000000433e+00 3.008000000000000007e+00
3.549504678877763109e+00 5.429000000000000270e+00 3.017999999999999794e+00
3.525282867023038502e+00 5.487000000000000099e+00 3.028000000000000025e+00
3.500400859209493731e+00 5.600999999999999979e+00 3.056000000000000050e+00
3.474893453845299351e+00 5.751999999999999780e+00 3.092000000000000082e+00
3.449755103873129336e+00 5.966999999999999638e+00 3.104999999999999982e+00
3.424977857270725679e+00 6.251000000000000334e+00 3.036999999999999922e+00
3.399621563838778560e+00 6.562999999999999723e+00 2.869000000000000217e+00
3.374637954088194558e+00 6.820999999999999730e+00 2.561999999999999833e+00
3.350018871472582926e+00 6.988999999999999879e+00 2.162999999999999812e+00
3.324864532936451234e+00 7.003999999999999559e+00 1.750000000000000000e+00
3.300085132637750718e+00 6.899000000000000021e+00 1.403999999999999915e+00
3.274807142979405228e+00 6.735000000000000320e+00 1.068000000000000060e+00
3.249913458275236255e+00 6.548000000000000043e+00 8.709999999999999964e-01
3.225395380676385759e+00 6.368999999999999773e+00 6.949999999999999512e-01
3.199592217630974567e+00 6.190999999999999837e+00 5.869999999999999662e-01
3.175011483564667447e+00 6.041000000000000369e+00 4.859999999999999876e-01
3.150005041493909363e+00 5.897000000000000242e+00 4.400000000000000022e-01
3.125389423574496117e+00 5.764000000000000234e+00 3.850000000000000089e-01
3.100380055843968030e+00 5.649000000000000021e+00 3.260000000000000120e-01
3.075004921458339702e+00 5.543000000000000149e+00 2.969999999999999862e-01
3.050041781874545332e+00 5.450000000000000178e+00 2.590000000000000080e-01
3.024742581927306162e+00 5.355999999999999872e+00 2.320000000000000118e-01
2.999859628192602656e+00 5.278999999999999915e+00 2.030000000000000138e-01
2.974668868358932183e+00 5.197000000000000064e+00 1.869999999999999996e-01
2.949897654846544537e+00 5.126000000000000334e+00 1.710000000000000131e-01
2.924845445463558846e+00 5.056000000000000050e+00 1.539999999999999980e-01
2.900215168028076551e+00 4.993999999999999773e+00 1.419999999999999873e-01
2.875329277207798739e+00 4.932999999999999829e+00 1.300000000000000044e-01
2.850211458234488848e+00 4.871999999999999886e+00 1.209999999999999964e-01
2.824884903923451152e+00 4.825000000000000178e+00 1.079999999999999988e-01
2.800004481327919237e+00 4.769999999999999574e+00 1.010000000000000064e-01
2.774937297072522124e+00 4.722000000000000419e+00 9.500000000000000111e-02
2.749704999627417656e+00 4.676999999999999602e+00 8.599999999999999312e-02
2.724927438092313636e+00 4.631000000000000227e+00 8.000000000000000167e-02
2.700004321280493613e+00 4.591000000000000192e+00 6.900000000000000577e-02
2.674955737501623965e+00 4.549000000000000377e+00 6.260000000000000286e-02
2.649801206095325323e+00 4.509999999999999787e+00 5.680000000000000326e-02
2.625115359585015185e+00 4.471000000000000085e+00 4.819999999999999979e-02
2.599794473331941358e+00 4.434999999999999609e+00 4.270000000000000184e-02
2.574957392174460402e+00 4.402000000000000135e+00 3.930000000000000160e-02
2.550065784310988626e+00 4.368000000000000327e+00 3.620000000000000301e-02
2.525136424301431148e+00 4.336999999999999744e+00 3.289999999999999869e-02
2.500185489679376261e+00 4.309000000000000163e+00 2.800000000000000058e-02
2.475228557260936046e+00 4.280999999999999694e+00 2.400000000000000050e-02
2.449796451950212450e+00 4.251999999999999780e+00 2.280000000000000082e-02
2.424881643520443220e+00 4.224000000000000199e+00 1.890000000000000013e-02
2.400003841138216742e+00 4.200000000000000178e+00 1.439999999999999961e-02
2.375176215195407003e+00 4.176999999999999602e+00 1.220000000000000077e-02
2.349965853548147798e+00 4.152999999999999581e+00 1.089999999999999997e-02
2.324849023686485605e+00 4.131000000000000227e+00 1.000000000000000021e-02
2.299836735915419705e+00 4.108999999999999986e+00 8.000000000000000167e-03
2.274939420792665423e+00 4.089000000000000412e+00 7.499999999999999722e-03
2.250166940711438635e+00 4.067999999999999616e+00 6.000000000000000125e-03
2.225129189396989560e+00 4.049000000000000377e+00 6.400000000000000307e-03
2.199861576174596323e+00 4.028999999999999915e+00 5.199999999999999761e-03
2.175161376021057524e+00 4.011999999999999567e+00 4.700000000000000185e-03
2.149890730591299981e+00 3.995000000000000107e+00 4.499999999999999660e-03
2.124836305624683064e+00 3.976999999999999869e+00 3.799999999999999992e-03
2.100003360995939428e+00 3.959999999999999964e+00 3.500000000000000073e-03
2.075049346162347597e+00 3.944100000000000161e+00 2.599999999999999881e-03
2.050003280972226616e+00 3.929100000000000037e+00 2.000000000000000042e-03
2.024893000705541013e+00 3.914400000000000102e+00 2.399999999999999790e-03
2.000067727588325184e+00 3.899999999999999911e+00 1.699999999999999905e-03
1.974899624612938664e+00 3.886000000000000121e+00 1.299999999999999940e-03
1.950050305649579485e+00 3.872300000000000075e+00 8.000000000000000383e-04
1.924921571700050515e+00 3.858900000000000219e+00 1.299999999999999940e-03
1.900140972156326269e+00 3.845000000000000195e+00 1.699999999999999905e-03
1.875139117259532195e+00 3.833000000000000185e+00 2.099999999999999870e-03
1.849958198048347713e+00 3.820500000000000007e+00 1.699999999999999905e-03
1.824907248060056997e+00 3.808399999999999785e+00 2.399999999999999790e-03
1.800002880853662335e+00 3.795999999999999819e+00 2.899999999999999800e-03
1.775006419945601710e+00 3.785099999999999909e+00 2.599999999999999881e-03
1.749953400609742804e+00 3.773899999999999810e+00 2.399999999999999790e-03
1.725117551595940935e+00 3.763100000000000112e+00 2.399999999999999790e-03
1.700043856207325677e+00 3.753000000000000114e+00 2.899999999999999800e-03
1.675009435736291463e+00 3.742300000000000182e+00 2.599999999999999881e-03
1.650042566318875359e+00 3.732400000000000162e+00 4.000000000000000083e-03
1.624956729137618128e+00 3.722799999999999887e+00 4.400000000000000265e-03
1.600002560758810866e+00 3.716000000000000192e+00 1.199999999999999895e-03
1.575002520746954682e+00 3.704600000000000115e+00 2.899999999999999800e-03
1.549996229943746195e+00 3.696000000000000174e+00 4.700000000000000185e-03
1.525020890937272666e+00 3.687699999999999978e+00 5.000000000000000104e-03
1.499929814096301328e+00 3.677999999999999936e+00 4.599999999999999922e-03
