19.4903	3
38.3109	2
138.518	2
24.229	3
160.189	2
98.8529	3
7.1327	2
88.1093	3
66.6815	0
236.259	2
156.292	2
213.491	1
127.463	3
33.2401	1
41.4008	1
46.4643	0
104.056	1
221.037	3
82.9845	3
76.144	0
42.8718	0
104.056	2
147.955	2
104.056	3
82.9845	0
126.392	3
266.75	3
163.613	0
42.8718	1
96.6994	3
57.3384	2
150.433	0
126.392	0
60.2976	2
75.5013	0
176.492	1
11.497	1
25.1315	0
60.2976	1
297.269	3
59.6147	3
77.6513	1
149.092	3
37.9677	3
97.3643	0
42.4556	3
202.028	3
90.3312	3
90.0562	2
109.036	1
27.1671	3
144.81	2
23.012	2
69.095	2
40.0765	0
214.454	2
291.878	1
127.721	2
146.564	3
26.8385	2
82.6153	3
146.564	0
15.8438	3
63.8309	0
127.721	2
125.036	3
82.6153	2
187.518	0
82.6153	3
67.4184	1
67.4184	2
110.345	0
68.4089	2
23.7167	3
213.658	2
256.111	1
13.4273	2
179.02	0
34.5417	0
109.273	1
170.585	1
111.06	3
147.955	0
146.712	3
137.238	1
243.765	1
42.3411	2
248.663	2
103.829	2
94.317	2
36.5593	3
36.5593	3
102.268	0
23.5488	1
39.5149	1
84.5155	1
255.146	2
52.2225	1
241.933	0
24.6634	2
22.9085	3
120.838	1
19.373	0
45.0461	3
242.344	3
275.382	0
107.362	1
70.3609	3
97.6441	0
189.295	2
107.362	3
27.1671	0
46.5828	3
84.8815	0
77.8383	0
21.2473	3
249.802	3
105.482	1
198.828	1
35.9477	1
203.209	3
175.19	0
183.461	3
10.628	3
37.6211	3
11.8702	1
110.345	2
183.939	1
85.0691	0
121.254	3
63.3297	1
108.145	1
102.985	0
152.383	1
288.862	2
152.383	0
121.254	3
109.894	2
85.5982	0
30.5821	1
243.765	3
177.35	0
35.6849	1
175.597	1
253.135	3
102.985	3
56.7893	0
253.135	1
33.6993	0
39.5149	3
91.0258	3
298.375	1
6.36569	1
102.268	2
158.682	1
22.8709	1
50.0099	1
241.933	3
96.5264	0
37.0745	3
43.2504	1
158.682	1
51.8562	2
110.95	0
38.0815	1
15.0789	3
248.016	3
39.7185	1
30.4769	2
49.3696	2
172.574	2
131.018	2
186.052	1
32.1373	3
248.016	0
115.969	0
108.145	1
39.2488	3
71.5007	1
32.9266	2
46.4706	0
17.7866	3
50.4216	1
209.429	1
26.3517	3
30.7327	0
163.789	1
207.942	0
205.499	2
156.514	3
71.5007	3
109.839	0
25.1975	2
46.4706	0
216.506	2
97.1349	0
61.0949	3
168.229	1
239.831	3
127.426	2
32.0153	2
225.815	2
9.67902	1
62.5057	3
101.203	2
233.112	2
291.667	0
43.2504	3
118.105	2
51.8562	1
47.8636	1
191.456	2
96.7027	2
66.1539	2
142.953	3
142.562	3
61.0842	3
43.1386	0
92.8621	2
181.244	0
120.507	3
68.3285	2
111.685	0
8.95965	3
172.574	0
94.5374	3
32.1373	1
126.723	3
29.442	1
43.2504	1
223.879	2
128.993	0
51.8562	1
219.576	1
232.842	0
11.2947	1
148.38	0
26.633	2
34.0497	1
94.1546	0
107.479	1
60.3774	2
29.1564	0
49.201	1
29.442	2
32.1373	3
110.84	3
39.7185	0
88.6632	3
112.385	2
158.803	0
108.554	3
147.481	2
232.842	2
174.683	2
157.633	3
57.315	0
17.7866	0
127.922	0
119.21	0
129.807	3
70.9067	0
88.6632	2
56.9284	2
35.0518	0
71.0901	2
128.993	3
183.748	0
16.2381	0
209.429	3
177.694	0
107.479	1
73.4257	2
156.338	3
63.1674	2
96.7027	0
42.8879	2
36.4061	1
110.942	3
2.13833	2
92.8621	3
177.45	2
149.479	3
73.4257	1
28.6213	1
94.051	0
63.1674	0
119.997	2
152.34	2
32.1266	1
240.899	1
12.6708	1
152.236	3
32.0338	2
16.7066	0
67.4275	3
140.446	0
83.5845	1
71.4884	2
2.91362	2
60.3979	0
74.8349	3
161.046	3
286.707	0
108.309	0
160.305	1
92.1515	0
128.131	2
51.5246	1
148.38	2
22.4765	3
59.6218	0
119.004	3
122.089	3
200.714	0
41.3499	3
183.748	0
48.7505	1
77.8319	2
214.71	0
94.8043	2
129.038	3
56.4469	2
151.034	1
71.7633	2
86.3409	3
119.004	1
198.722	3
173.487	3
157.644	2
24.1478	3
28.2042	1
95.7324	3
31.7398	1
68.8335	1
20.0669	0
165.607	3
182.91	3
20.0997	1
67.4275	3
60.8709	1
236.837	3
262.957	0
39.7518	0
58.8514	1
248.967	1
20.0669	1
65.188	0
72.5599	0
263.506	0
140.446	2
188.989	3
68.0008	2
28.3813	0
165.258	1
251.164	3
241.52	2
79.774	1
61.2124	1
14.4825	0
149.479	3
96.1689	3
68.7469	0
169.495	0
40.6372	0
43.4251	3
23.41	2
151.776	1
59.3974	1
94.8043	3
61.358	3
83.5845	0
140.785	0
25.8415	0
76.0931	0
110.362	0
73.1586	0
225.214	0
186.061	2
79.774	1
48.7073	1
68.1859	3
14.4825	2
197.305	3
36.4207	0
85.0561	1
47.6884	2
136.686	3
68.8335	1
242.217	1
59.4396	3
298.113	2
60.263	1
61.2999	1
150.038	1
156.707	2
133.437	0
60.263	1
12.1312	0
76.0931	1
94.8043	1
69.1772	1
72.5599	3
167.868	0
185.63	0
119.044	3
251.164	3
110.362	1
132.377	1
37.2127	3
61.2124	0
71.5577	0
261.006	1
163.912	3
34.9664	0
146.03	0
146.03	0
34.0183	0
59.3974	0
79.0959	3
155.152	2
120.209	3
248.937	1
298.113	0
25.8415	3
112.784	3
124.538	0
99.5398	0
151.056	3
50.7005	0
66.5284	0
238.091	0
284.05	1
53.4608	3
29.4872	3
38.8639	0
83.7202	0
83.7202	1
120.113	1
113.312	0
126.208	0
247.81	3
114.745	2
169.763	0
88.8148	0
169.763	2
183.469	3
44.2918	2
133.437	1
129.34	1
150.038	0
78.6111	0
111.827	0
68.7469	3
95.3181	1
30.0002	2
43.4251	3
139.372	1
79.0959	0
48.3329	3
48.3329	0
120.209	0
225.305	3
137.605	0
94.793	3
26.4439	3
50.7827	0
84.265	3
167.827	2
35.4002	1
276.899	1
131.275	1
21.9347	2
217.896	3
200.844	3
245.812	1
81.5104	3
72.3978	1
131.649	2
245.812	0
30.8606	1
85.0561	0
79.8566	2
95.8607	1
34.0183	1
27.6544	3
274.26	0
172.663	1
18.5646	2
133.934	3
113.312	0
247.1	2
96.9082	2
110.803	3
45.4694	1
112.784	2
39.8665	0
144.074	2
96.5992	2
128.971	1
49.8206	0
3.1705	3
279.526	3
38.8639	0
209.252	1
139.241	0
